SICCode,SICDescription
35599937,Recycling machinery
35599938,Fiber optics strand coating machinery
35599939,Electronic component making machinery
35599940,Glass cutting machinery
35599941,Ice resurfacing machinery
35599942,Vibratory parts handling equipment
35610000,Pumps and pumping equipment
35610100,Industrial pumps and parts
35610101,Pump jacks and other pumping equipment
35610102,"Pumps, oil well and field"
35619900,"Pumps and pumping equipment, nec"
35619901,"Cylinders, pump"
35619902,Hydrojet marine engine units
35619903,"Pumps, domestic: water or sump"
35620000,Ball and roller bearings
35629900,"Ball and roller bearings, nec"
35629901,Ball bearings and parts
35629902,Casters
35629903,Roller bearings and parts
35630000,Air and gas compressors
35630100,Air and gas compressors including vacuum pumps
35630101,"Tire inflators, hand or compressor operated"
35630102,"Vacuum pumps, except laboratory"
35630103,"Vacuum (air extraction) systems, industrial"
35630200,Spraying and dusting equipment
35630201,"Dusting outfits for metals, paints, and chemicals"
35630202,"Robots for industrial spraying, painting, etc."
35630203,"Spraying outfits: metals, paints, and chemicals (compressor)"
35640000,Blowers and fans
35640100,Purification and dust collection equipment
35640101,Air cleaning systems
35640102,Air purification equipment
35640103,Blower filter units (furnace blowers)
35640104,"Dust or fume collecting equipment, industrial"
35640105,"Filters, air: furnaces, air conditioning equipment, etc."
35640106,"Precipitators, electrostatic"
35640200,Blowers and fans
35640201,Aircurtains (blower)
35640202,Blowing fans: industrial or commercial
35640203,Exhaust fans: industrial or commercial
35640204,"Turbo-blowers, industrial"
35640205,Ventilating fans: industrial or commercial
35650000,Packaging machinery
35650100,Bottling and canning machinery
35650101,"Aerating machines, for beverages"
35650102,Bottle washing and sterilizing machines
35650103,"Bottling machinery: filling, capping, labeling"
35650104,"Canning machinery, food"
35650200,Packing and wrapping machinery
35650201,"Bag opening, filling, and closing machines"
35650202,Bread wrapping machinery
35650203,Carton packing machines
35650204,"Label moisteners, industrial"
35650205,"Labeling machines, industrial"
35650206,Vacuum packaging machinery
35650207,Wrapping machines
35660000,"Speed changers, drives, and gears"
35669900,"Speed changers, drives, and gears, nec"
35669901,"Drives, high speed industrial, except hydrostatic"
35669902,"Gears, power transmission, except auto"
35669903,"Reduction gears and gear units for turbines, except auto"
35669904,"Speed changers (power transmission equipment), except auto"
35669905,"Torque converters, except auto"
35670000,Industrial furnaces and ovens
35670100,"Electrical furnaces, ovens, & heating devices, exc.induction"
35670101,"Heating units and devices, industrial: electric"
35670102,"Metal melting furnaces, industrial: electric"
35670200,Fuel-fired furnaces and ovens
35670201,"Distillation ovens, charcoal and coke"
35670202,"Metal melting furnaces, industrial: fuel-fired"
35670300,Induction and dielectric heating equipment
35670301,Dielectric heating equipment
35670302,Induction heating equipment
35679900,"Industrial furnaces and ovens, nec"
35679901,Calcining kilns
35679902,Ceramic kilns and furnaces
35679903,Core baking and mold drying ovens
35679904,"Driers and redriers, industrial process"
35679905,Enameling ovens
35679906,"Incinerators, metal: domestic or commercial"
35679907,"Infrared ovens, industrial"
35679908,"Kilns, nsk"
35679909,"Lacquering, japanning ovens"
35679910,Paint baking and drying ovens
35679911,"Radiant heating systems, industrial process"
35679912,Rubber curing ovens
35679913,Smelting ovens
35679914,Vacuum furnaces and ovens
35679915,"Incinerators, thermal, fume & catalytic"
35680000,"Power transmission equipment, nec"
35680100,"Bearings, bushings, and blocks"
35680101,"Bearings, plain"
35680102,Pillow blocks with plain bearings
35680103,Railroad car journal bearings
35680200,Joints and couplings
35680201,"Ball joints, except aircraft and auto"
35680202,"Couplings, shaft: rigid, flexible, universal joint, etc."
35680203,"Joints, swivel and universal, except aircraft and auto"
35680300,"Drives, chains, and sprockets"
35680301,"Belting, chain"
35680302,"Chain, power transmission"
35680303,"Drive chains, bicycle or motorcycle"
35680304,"Drives: belt, cable, or rope"
35680305,Sprockets (power transmission equipment)
35689900,"Power transmission equipment, nec, nec"
35689901,"Clutches, except vehicular"
35689902,"Collars, shaft (power transmission equipment)"
35689903,"Pivots, power transmission"
35689904,"Pulleys, power transmission"
35689905,"Shafts, flexible"
35690000,"General industrial machinery, nec"
35690100,Filters
35690101,"Filter elements, fluid, hydraulic line"
35690102,"Filters and strainers, pipeline"
35690103,"Filters, general line: industrial"
35690200,Firefighting and related equipment
35690201,Firefighting apparatus
35690202,"Firehose equipment: driers, rack, and reels"
35690203,"Firehose, except rubber"
35690204,"Sprinkler systems, fire: automatic"
35690300,Lubricating equipment
35690301,"Lubricating systems, centralized"
35690302,"Lubrication equipment, industrial"
35690303,"Lubrication machinery, automatic"
35690400,"Gas producers, generators, and other gas related equipment"
35690401,Gas generators
35690402,Gas producers (machinery)
35690403,Gas separators (machinery)
35690404,"Generators: steam, liquid oxygen, or nitrogen"
35690405,"Separators for steam, gas, vapor, or air (machinery)"
35699900,"General industrial machinery, nec, nec"
35699901,"Assembly machines, non-metalworking"
35699902,"Baling machines, for scrap metal, paper, or similar material"
35699903,"Blast cleaning equipment, dustless"
35699904,Brake burnishing or washing machines
35699905,"Bridge or gate machinery, hydraulic"
35699906,Centrifugal purifiers
35699907,"Centrifuges, industrial"
35699908,Cremating ovens
35699909,"Heaters, swimming pool: electric"
35699910,Ice crushers (machinery)
35699911,Jack screws
35699912,"Jacks, hydraulic"
35699913,Liquid automation machinery and equipment
35699914,"Robots, assembly line: industrial and commercial"
35699915,Sifting and screening machines
35699916,Surveillance ovens for aging and testing powder
35699917,"Testing chambers for altitude, temperature, ordnance, power"
35699918,Industrial shock absorbers
35710000,Electronic computers
35719900,"Electronic computers, nec"
35719901,"Computers, digital, analog or hybrid"
35719902,Mainframe computers
35719903,Minicomputers
35719904,Personal computers (microcomputers)
35720000,Computer storage devices
35720100,Computer disk and drum drives and components
35720101,"Disk drives, computer"
35720102,"Drum drives, computer"
35720200,Computer tape drives and components
35720201,Tape recorders for computers
35720202,"Tape storage units, computer"
35729900,"Computer storage devices, nec"
35729901,Computer auxiliary storage units
35729902,"Magnetic storage devices, computer"
35750000,Computer terminals
35750100,"Computer terminals, monitors and components"
35750101,"Cathode ray tube (CRT), computer terminal"
35750102,"Keyboards, computer, office machine"
35750103,"Teleprinters (CRT), multistation"
35759900,"Computer terminals, nec"
35759901,Teletypewriters
35759902,Telewriters
35770000,"Computer peripheral equipment, nec"
35770100,Printers and plotters
35770101,"Plotters, computer"
35770102,"Printers, computer"
35770200,"Key-tape equipment, except drives"
35770201,"Paper tape (computer) equipment: punches, readers, etc."
35770202,"Tape cleaners, magnetic: computer"
35770203,"Tape print units, computer"
35770300,"Disk and diskette equipment, except drives"
35770301,Disk pack inspectors
35770302,Diskette or key-disk equipment
35770400,Keypunch equipment
35770401,"Punch card equipment: readers, tabulators, sorters, etc."
35770402,"Verifiers, punch card"
35770500,Magnetic ink and optical scanning devices
35770501,Bar code (magnetic ink) printers
35770502,Magnetic ink recognition devices
35770503,Optical scanning devices
35770504,"Readers, sorters, or inscribers, magnetic ink"
35779900,"Computer peripheral equipment, nec, nec"
35779901,Computer output to microfilm units
35779902,"Data conversion equipment, media-to-media: computer"
35779903,"Decoders, computer peripheral equipment"
35779904,"Endcoders, computer peripheral equipment"
35779905,Film reader devices
35779906,"Graphic displays, except graphic terminals"
35779907,"Input/output equipment, computer"
35780000,Calculating and accounting equipment
35780100,Accounting machines and cash registers
35780101,"Accounting machines, operator-paced"
35780102,Billing machines
35780103,Cash registers
35780104,Point-of-sale devices
35780105,"Registers, credit account"
35780200,Calculators and adding machines
35780201,Adding machines
35780202,"Calculators, hand-held"
35780300,Banking machines
35780301,Automatic teller machines (ATM)
35789900,"Calculating and accounting equipment, nec"
35789901,"Betting machines, pari-mutuel"
35789902,Change making machines
35789903,Coin counters
35790000,"Office machines, nec"
35790100,"Mailing, letter handling, and addressing machines"
35790101,Address labeling machines
35790102,"Addressing machines, plates and plate embossers"
35790103,"Envelope stuffing, sealing, and addressing machines"
35790104,Forms handling equipment
35790105,"Letter folding, stuffing, and sealing machines"
35790106,Mail tying (bundling) machines
35790107,Mailing machines
35790108,Postage meters
35790200,Typing and word processing machines
35790201,Typewriters and parts
35790202,Word processing equipment
35790300,Paper handling machines
35790301,"Binding machines, plastic and adhesive"
35790302,Collating machines for store and office use
35790303,Embossing machines for store and office use
35790304,"Paper cutters, trimmers, and punches"
35790305,Perforators (office machines)
35790306,Stapling machines (hand or power)
35799900,"Office machines, nec, nec"
35799901,"Canceling machinery, post office"
35799902,"Check writing, endorsing, or signing machines"
35799903,Coin wrapping machines
35799904,Dating and numbering devices
35799905,Dictating machines
35799906,Duplicating machines
35799907,Pencil sharpeners
35799908,Shorthand machines
35799909,"Sorters, filing (office)"
35799910,Staple removers
35799911,Ticket counting machines
35799912,Time clocks and time recording devices
35799913,Voting machines
35810000,Automatic vending machines
35810100,Mechanisms and parts for automatic vending machines
35810101,"Locks, coin-operated"
35810102,Mechanisms for coin-operated machines
35820000,Commercial laundry equipment
35820100,Commercial laundry equipment
35820101,"Dryers, laundry: commercial, including coin-operated"
35820102,"Extractors, commercial laundry"
35820103,"Washing machines, laundry: commercial, incl. coin-operated"
35829900,"Commercial laundry equipment, nec"
35829901,"Drycleaning equipment and machinery, commercial, nec"
35829902,Feather cleaning and sterilizing machinery
35829903,"Ironers, commercial laundry and drycleaning"
35829904,"Pressing machines, commercial laundry and drycleaning"
35829905,"Rug cleaning, drying, or napping machines: commercial"
35850000,Refrigeration and heating equipment
35850100,"Air conditioning equipment, complete"
35850101,"Air conditioning units, complete: domestic or industrial"
35850102,"Air conditioning, motor vehicle"
35850103,"Room coolers, portable"
35850200,"Refrigeration equipment, complete"
35850201,"Cabinets, show and display, refrigerated"
35850202,"Counters and counter display cases, refrigerated"
35850203,"Ice boxes, industrial"
35850204,Ice making machinery
35850205,"Lockers, refrigerated"
35850300,"Heating equipment, complete"
35850301,"Furnaces, warm air: electric"
35850302,"Heat pumps, electric"
35850400,"Parts for heating, cooling, and refrigerating equipment"
35850401,Air conditioning condensers and condensing units
35850402,Compressors for refrigeration and air conditioning equipment
35850403,"Condensers, refrigeration"
