SICCode,SICDescription,SIC Only Auxilary Code 1,SIC Only Auxilary Code 2,SIC Only Auxilary Code 3
35770000,"Computer peripheral equipment, nec",X,,
35770100,Printers and plotters,X,,
35770101,"Plotters, computer",X,,
35770102,"Printers, computer",X,,
35770200,"Key-tape equipment, except drives",X,,
35770201,"Paper tape (computer) equipment: punches, readers, etc.",X,,
35770202,"Tape cleaners, magnetic: computer",X,,
35770203,"Tape print units, computer",X,,
35770300,"Disk and diskette equipment, except drives",X,,
35770301,Disk pack inspectors,X,,
35770302,Diskette or key-disk equipment,X,,
35770400,Keypunch equipment,X,,
35770401,"Punch card equipment: readers, tabulators, sorters, etc.",X,,
35770402,"Verifiers, punch card",X,,
35770500,Magnetic ink and optical scanning devices,X,,
35770501,Bar code (magnetic ink) printers,X,,
35770502,Magnetic ink recognition devices,X,,
35770503,Optical scanning devices,X,,
35770504,"Readers, sorters, or inscribers, magnetic ink",X,,
35779900,"Computer peripheral equipment, nec, nec",X,,
35779901,Computer output to microfilm units,X,,
35779902,"Data conversion equipment, media-to-media: computer",X,,
35779903,"Decoders, computer peripheral equipment",X,,
35779904,"Endcoders, computer peripheral equipment",X,,
35779905,Film reader devices,X,,
35779906,"Graphic displays, except graphic terminals",X,,
35779907,"Input/output equipment, computer",X,,
35780000,Calculating and accounting equipment,X,,
35780100,Accounting machines and cash registers,X,,
35780101,"Accounting machines, operator-paced",X,,
35780102,Billing machines,X,,
35780103,Cash registers,X,,
35780104,Point-of-sale devices,X,,
35780105,"Registers, credit account",X,,
35780200,Calculators and adding machines,X,,
35780201,Adding machines,X,,
35780202,"Calculators, hand-held",X,,
35780300,Banking machines,X,,
35780301,Automatic teller machines (ATM),X,,
35789900,"Calculating and accounting equipment, nec",X,,
35789901,"Betting machines, pari-mutuel",X,,
35789902,Change making machines,X,,
35789903,Coin counters,X,,
35790000,"Office machines, nec",X,,
35790100,"Mailing, letter handling, and addressing machines",X,,
35790101,Address labeling machines,X,,
35790102,"Addressing machines, plates and plate embossers",X,,
35790103,"Envelope stuffing, sealing, and addressing machines",X,,
35790104,Forms handling equipment,X,,
35790105,"Letter folding, stuffing, and sealing machines",X,,
35790106,Mail tying (bundling) machines,X,,
35790107,Mailing machines,X,,
35790108,Postage meters,X,,
35790200,Typing and word processing machines,X,,
35790201,Typewriters and parts,X,,
35790202,Word processing equipment,X,,
35790300,Paper handling machines,X,,
35790301,"Binding machines, plastic and adhesive",X,,
35790302,Collating machines for store and office use,X,,
35790303,Embossing machines for store and office use,X,,
35790304,"Paper cutters, trimmers, and punches",X,,
35790305,Perforators (office machines),X,,
35790306,Stapling machines (hand or power),X,,
35799900,"Office machines, nec, nec",X,,
35799901,"Canceling machinery, post office",X,,
35799902,"Check writing, endorsing, or signing machines",X,,
35799903,Coin wrapping machines,X,,
35799904,Dating and numbering devices,X,,
35799905,Dictating machines,X,,
35799906,Duplicating machines,X,,
35799907,Pencil sharpeners,X,,
35799908,Shorthand machines,X,,
35799909,"Sorters, filing (office)",X,,
35799910,Staple removers,X,,
35799911,Ticket counting machines,X,,
35799912,Time clocks and time recording devices,X,,
35799913,Voting machines,X,,
35810000,Automatic vending machines,X,,
35810100,Mechanisms and parts for automatic vending machines,X,,
35810101,"Locks, coin-operated",X,,
35810102,Mechanisms for coin-operated machines,X,,
35820000,Commercial laundry equipment,X,,
35820100,Commercial laundry equipment,X,,
35820101,"Dryers, laundry: commercial, including coin-operated",X,,
35820102,"Extractors, commercial laundry",X,,
35820103,"Washing machines, laundry: commercial, incl. coin-operated",X,,
35829900,"Commercial laundry equipment, nec",X,,
35829901,"Drycleaning equipment and machinery, commercial, nec",X,,
35829902,Feather cleaning and sterilizing machinery,X,,
35829903,"Ironers, commercial laundry and drycleaning",X,,
35829904,"Pressing machines, commercial laundry and drycleaning",X,,
35829905,"Rug cleaning, drying, or napping machines: commercial",X,,
35850000,Refrigeration and heating equipment,X,,
35850100,"Air conditioning equipment, complete",X,,
35850101,"Air conditioning units, complete: domestic or industrial",X,,
35850102,"Air conditioning, motor vehicle",X,,
35850103,"Room coolers, portable",X,,
35850200,"Refrigeration equipment, complete",X,,
35850201,"Cabinets, show and display, refrigerated",X,,
35850202,"Counters and counter display cases, refrigerated",X,,
35850203,"Ice boxes, industrial",X,,
35850204,Ice making machinery,X,,
35850205,"Lockers, refrigerated",X,,
35850300,"Heating equipment, complete",X,,
35850301,"Furnaces, warm air: electric",X,,
35850302,"Heat pumps, electric",X,,
35850400,"Parts for heating, cooling, and refrigerating equipment",X,,
35850401,Air conditioning condensers and condensing units,X,,
35850402,Compressors for refrigeration and air conditioning equipment,X,,
35850403,"Condensers, refrigeration",X,,
35850404,"Evaporative condensers, heat transfer equipment",X,,
35850500,Soda fountain and beverage dispensing equipment and parts,X,,
35850501,Beer dispensing equipment,X,,
35850502,"Carbonators, soda water",X,,
35850503,Cold drink dispensing equipment (not coin-operated),X,,
35850504,"Coolers, milk and water: electric",X,,
35850505,"Drinking fountains, mechanically refrigerated",X,,
35850506,"Siphons, soda water",X,,
35850507,"Soda fountains, parts, and accessories",X,,
35850508,"Tanks, soda water",X,,
35850600,Humidifiers and dehumidifiers,X,,
35850601,"Dehumidifiers electric, except portable",X,,
35850602,"Humidifying equipment, except portable",X,,
35859900,"Refrigeration and heating equipment, nec",X,,
35859901,Heating and air conditioning combination units,X,,
35859902,Snowmaking machinery,X,,
35860000,Measuring and dispensing pumps,X,,
35869900,"Measuring and dispensing pumps, nec",X,,
35869901,"Gasoline pumps, measuring or dispensing",X,,
35869902,Grease guns (lubricators),X,,
35869903,"Oil pumps, measuring or dispensing",X,,
35890000,"Service industry machinery, nec",X,,
35890100,Commercial cooking and foodwarming equipment,X,,
35890101,Coffee brewing equipment,X,,
35890102,"Cooking equipment, commercial",X,,
35890103,"Food warming equipment, commercial",X,,
35890104,"Microwave ovens (cooking equipment), commercial",X,,
35890105,"Popcorn machines, commercial",X,,
35890106,"Pressure cookers, steam: commercial",X,,
35890200,Commercial cleaning equipment,X,,
35890201,Car washing machinery,X,,
35890202,"Carpet sweepers, except household electric vacuum sweepers",X,,
35890203,"Dirt sweeping units, industrial",X,,
35890204,"Dishwashing machines, commercial",X,,
35890205,"Floor washing and polishing machines, commercial",X,,
35890206,Mop wringers,X,,
35890207,"Vacuum cleaners and sweepers, electric: industrial",X,,
35890300,Sewage and water treatment equipment,X,,
35890301,Sewage treatment equipment,X,,
35890302,"Sewer cleaning equipment, power",X,,
35890303,Swimming pool filter and water conditioning systems,X,,
35890304,"Water filters and softeners, household type",X,,
35890305,"Water purification equipment, household type",X,,
35890306,"Water treatment equipment, industrial",X,,
35899900,"Service industry machinery, nec, nec",X,,
35899901,Asbestos removal equipment,X,,
35899902,"Floor sanding machines, commercial",X,,
35899903,"Garbage disposers and compactors, commercial",X,,
35899904,High pressure cleaning equipment,X,,
35899905,Janitors' carts,X,,
35899906,Liquor dispensing equipment and systems,X,,
35899907,Sandblasting equipment,X,,
35899908,"Servicing machines, except dry cleaning, laundry: coin-oper.",X,,
35899909,"Shredders, industrial and commercial",X,,
35920000,"Carburetors, pistons, piston rings and valves",X,,
35920100,Valves,X,,
35920101,"Valves, aircraft",X,,
35920102,"Valves, engine",X,,
35929900,"Carburetors, pistons, rings, valves, nec",X,,
35929901,Carburetors,X,,
35929902,Pistons and piston rings,X,,
35930000,Fluid power cylinders and actuators,X,,
35939900,"Fluid power cylinders and actuators, nec",X,,
35939901,"Fluid power actuators, hydraulic or pneumatic",X,,
35939902,"Fluid power cylinders, hydraulic or pneumatic",X,,
35940000,Fluid power pumps and motors,X,,
35940100,Fluid power pumps,X,,
35940101,"Pumps, hydraulic power transfer",X,,
35940102,"Pumps, hydraulic, aircraft",X,,
35940200,Fluid power motors,X,,
35940201,"Motors, pneumatic",X,,
35940202,"Motors: hydraulic, fluid power, or air",X,,
35949900,"Fluid power pumps and motors, nec",X,,
35949901,Hydrostatic drives (transmissions),X,,
35960000,"Scales and balances, except laboratory",X,,
35969900,"Scales and balances, except laboratory, nec",X,,
35969901,Baby scales,X,,
35969902,Bathroom scales,X,,
35969903,Counting scales,X,,
35969904,Industrial scales,X,,
35969905,Mail scales,X,,
35969906,Railroad track scales,X,,
35969907,Truck (motor vehicle) scales,X,,
35969908,Weighing machines and apparatus,X,,
35990000,"Industrial machinery, nec",X,,
35990100,Amusement park equipment,X,,
35990101,"Carnival machines and equipment, amusement park, nec",X,,
35990102,Carousels (merry-go-rounds),X,,
35990103,Ferris wheels,X,,
35990200,"Flexible metal hose, tubing, and bellows",X,,
35990201,"Bellows, industrial: metal",X,,
35990202,"Hose, flexible metallic",X,,
35990203,"Tubing, flexible metallic",X,,
35990300,Machine and other job shop work,X,,
35990301,Chemical milling job shop,X,,
35990302,Custom machinery,X,,
35990303,"Machine shop, jobbing and repair",X,,
35999900,"Industrial machinery, nec, nec",X,,
35999901,"Air intake filters, internal combustion engine, except auto",X,,
35999902,Boiler tube cleaners,X,,
35999903,Catapults,X,,
35999904,Column clamps and shores,X,,
35999905,"Crankshafts and camshafts, machining",X,,
35999906,Electrical discharge machining (EDM),X,,
35999907,Fan forges,X,,
35999908,"Gasoline filters, internal combustion engine, except auto",X,,
35999909,"Grease cups, metal",X,,
35999910,Grinding castings for the trade,X,,
35999911,"Oil cups, metal",X,,
35999912,"Oil filters, internal combustion engine, except auto",X,,
35999913,"Propellers, ship and boat: machined",X,,
35999914,"Pump governors, for gas machines",X,,
35999915,Sand riddles (hand sifting or screening apparatus),X,,
35999916,Sludge tables,X,,
35999917,Swage blocks,X,,
35999918,"Ties, form: metal",X,,
35999919,Water leak detectors,X,,
35999920,Weather vanes,X,,
36120000,"Transformers, except electric",X,,
36120100,Power and distribution transformers,X,,
36120101,"Autotransformers, electric (power transformers)",X,,
36120102,Control transformers,X,,
36120103,"Current limiting reactors, electrical",X,,
36120104,"Distribution transformers, electric",X,,
36120105,Feeder voltage boosters (electric transformers),X,,
36120106,Feeder voltage regulators (electric transformers),X,,
36120107,Generator voltage regulators,X,,
36120108,Line voltage regulators,X,,
36120109,"Power transformers, electric",X,,
36120110,Transmission and distribution voltage regulators,X,,
36120111,"Voltage regulating transformers, electric power",X,,
36120112,"Voltage regulators, transmission and distribution",X,,
36120200,Lamp ballasts,X,,
36120201,Ballasts for lighting fixtures,X,,
36120202,Fluorescent ballasts,X,,
36120300,Specialty transformers,X,,
36120301,Airport lighting transformers,X,,
36120302,Autotransformers for switchboards (exc. tele. switchboards),X,,
36120303,"Doorbell transformers, electric",X,,
36120304,Electric furnace transformers,X,,
36120305,Electronic meter transformers,X,,
36120306,Fluorescent lighting transformers,X,,
36120307,"Ignition transformers, for use on domestic fuel burners",X,,
36120308,"Lighting transformers, fluorescent",X,,
36120309,"Lighting transformers, street and airport",X,,
36120310,Luminous tube transformers,X,,
36120311,Machine tool transformers,X,,
36120312,Ratio transformers,X,,
36120313,Reactor transformers,X,,
36120314,Rectifier transformers,X,,
36120315,"Signaling transformers, electric",X,,
36120316,Toy transformers,X,,
36120317,Tripping transformers,X,,
36129900,"Transformers, except electric, nec",X,,
36129901,Instrument transformers (except portable),X,,
36129902,Saturable reactors,X,,
36129903,"Vibrators, interrupter",X,,
36130000,Switchgear and switchboard apparatus,X,,
36130100,Power circuit breakers,X,,
36130101,"Circuit breakers, air",X,,
36130102,"Knife switches, electric",X,,
36130103,"Switches, electric power except snap, push button, etc.",X,,
36130104,"Time switches, electrical switchgear apparatus",X,,
36130200,Panel and distribution boards and other related apparatus,X,,
36130201,"Control panels, electric",X,,
36130202,Cubicles (electric switchboard equipment),X,,
36130203,"Distribution boards, electric",X,,
36130204,Distribution cutouts,X,,
36130205,Generator control and metering panels,X,,
36130206,"Metering panels, electric",X,,
36130207,"Panelboards and distribution boards, electric",X,,
36130208,"Power connectors, electric",X,,
36130209,Power switching equipment,X,,
36130210,"Regulators, power",X,,
36130211,"Switchboard apparatus, except instruments",X,,
36130212,"Switchboards and parts, power",X,,
36130213,"Switchgear and switchgear accessories, nec",X,,
36130300,Fuses and fuse equipment,X,,
36130301,"Fuse clips and blocks, electric",X,,
36130302,"Fuse devices, power",X,,
36130303,"Fuse mountings, electric power",X,,
36130304,"Fuses, electric",X,,
36139900,"Switchgear and switchboard apparatus, nec",X,,
36139901,Bus bar structures,X,,
36210000,Motors and generators,X,,
36210100,Electric motor and generator parts,X,,
36210101,"Armatures, industrial",X,,
36210102,"Coils, for electric motors or generators",X,,
36210103,"Collector rings, for electric motors or generators",X,,
36210104,"Commutators, electric motor",X,,
36210105,Frequency converters (electric generators),X,,
36210106,Motor generator sets,X,,
36210107,Motor housings,X,,
36210108,"Motors, electric",X,,
36210109,Phase or rotary converters (electrical equipment),X,,
36210110,Power generators,X,,
36210111,Rotary converters (electrical equipment),X,,
36210112,Rotor retainers or housings,X,,
36210113,"Rotors, for motors",X,,
36210114,"Sliprings, for motors or generators",X,,
36210115,"Starters, for motors",X,,
36210116,"Storage battery chargers, motor and engine generator type",X,,
36210200,Electric motor and generator auxillary parts,X,,
